target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,accessibility_violations,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_scan_status,www_url,www_status_code,www_title
pnspcn0106.care.va.gov,va.gov,gov,True,https://pnspcn0106.care.va.gov/webapp1/,va.gov,gov,pnspcn0106.care.va.gov,False,404.0,text/html,True,True,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse"",""omb_idea""]",False,2025-01-13T17:29:31.678Z,completed,completed,completed,completed,completed,completed,completed,completed,,False,,,,,False,,False,,,,,,0.0,,True,0.0,138.7999997138977,,,True,True,Page not found,,,,,,,,,,,en,,False,True,False,https://pnspcn0106.care.va.gov/robots.txt,True,200.0,text/plain,31.0,,,False,False,https://pnspcn0106.care.va.gov/sitemap.xml,False,403.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
care.va.gov,va.gov,gov,True,https://care.va.gov/vvc-app/v2/gather-info,va.gov,gov,care.va.gov,True,200.0,text/html,True,True,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse"",""omb_idea""]",True,2025-01-13T17:37:43.169Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""contrast"":1}",False,,,,,False,,False,,,,,,0.0,"[""care.va.gov""]",True,0.0927038548177083,1070.5,,,True,True,VA Video Connect | Settings,,,,,,,,,,,en,,False,False,True,https://care.va.gov/vvc-app/v2/gather-info/,True,200.0,text/html,,,,False,True,https://care.va.gov/vvc-app/v2/gather-info/,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
pnspcn0102.care.va.gov,va.gov,gov,True,https://pnspcn0102.care.va.gov/webapp1/,va.gov,gov,pnspcn0102.care.va.gov,False,404.0,text/html,True,True,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse"",""omb_idea""]",False,2025-01-13T17:37:45.857Z,completed,completed,completed,completed,completed,completed,completed,completed,,False,,,,,False,,False,,,,,,0.0,,True,0.0,146.69999980926514,,,True,True,Page not found,,,,,,,,,,,en,,False,True,False,https://pnspcn0102.care.va.gov/robots.txt,True,200.0,text/plain,31.0,,,False,False,https://pnspcn0102.care.va.gov/sitemap.xml,False,403.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
columbiasc.va.gov,va.gov,gov,True,https://www.va.gov/columbia-south-carolina-health-care/,va.gov,gov,www.va.gov,True,200.0,text/html,True,False,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse""]",,2025-01-13T17:37:49.738Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,,,,,False,,True,"{""agency"":""VA""}",20241218 v8.5 - GA4,"G-CSLL4ZEK4L,G-YPB3FD0PQ9","[""dap.digitalgov.gov"",""prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com"",""resource.digital.voice.va.gov"",""s3-us-gov-west-1.amazonaws.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/bitter-bold.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/sourcesanspro-bold-webfont.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/sourcesanspro-regular-webfont.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/static-pages.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/static-pages.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/style.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/vendor.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/web-components.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/web-components.entry.js"",""https://resource.digital.voice.va.gov/wdcvoice/2/onsite/embed.js"",""https://resource.digital.voice.va.gov/wdcvoice/2/onsite/generic1731941049831.js"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/assets/content-build.css"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/arrow-right-white.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/design/icons/favicon.ico"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/header-logo.png"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/icon-dot-gov.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/icon-https.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/styles/3_2_medium_thumbnail/public/2021-03/Wm.%20Jennings%20Bryan%20Dorn%20Department%20of%20Veterans%20Affairs%20Medical%20Center.jpg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/styles/3_2_medium_thumbnail/public/2024-10/EchoTeam.jpg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/styles/3_2_medium_thumbnail/public/2024-10/SpartanburgTeam.jpg""]",5.0,"["".va.gov"",""www.va.gov""]",True,0.004948828125,607.3000001907349,,,True,True,VA Columbia South Carolina Health Care | Veterans Affairs,"Find a health facility near you at Columbia VA Health Care System, and manage your health online. Our health care teams are deeply experienced and guided by the needs of Veterans, their families, and caregivers.",,VA Columbia South Carolina health care | Veterans Affairs,"Find a health facility near you at Columbia VA Health Care System, and manage your health online. Our health care teams are deeply experienced and guided by the needs of Veterans, their families, and caregivers.",,,/img/styles/3_2_medium_thumbnail/public/2021-04/Wm.%20Jennings%20Bryan%20Dorn%20Department%20of%20Veterans%20Affairs%20Medical%20Center.jpg,website,https://www.va.gov/columbia-south-carolina-health-care/,https://www.va.gov/columbia-south-carolina-health-care/,en,,True,False,True,https://www.va.gov/columbia-south-carolina-health-care/,True,200.0,text/html,,,,False,True,https://www.va.gov/columbia-south-carolina-health-care/,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-accordion-button"",""usa-accordion-content"",""usa-banner"",""usa-banner-button"",""usa-banner-button-text"",""usa-banner-content"",""usa-banner-guidance-gov"",""usa-banner-guidance-ssl"",""usa-banner-header"",""usa-banner-icon"",""usa-banner-inner"",""usa-content"",""usa-grid"",""usa-grid-full"",""usa-media_block-body"",""usa-media_block-img"",""usa-width-one-half"",""usa-width-three-fourths""]",True,25.0,0.0,0.0,,0.0,25.0,completed,https://www.va.gov/columbia-south-carolina-health-care,200.0,VA Columbia South Carolina Health Care | Veterans Affairs
prescott.va.gov,va.gov,gov,True,https://www.va.gov/northern-arizona-health-care/,va.gov,gov,www.va.gov,True,200.0,text/html,True,False,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse""]",,2025-01-13T17:37:50.750Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,,,,,False,,True,"{""agency"":""VA""}",20241218 v8.5 - GA4,"G-CSLL4ZEK4L,G-YPB3FD0PQ9","[""dap.digitalgov.gov"",""prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com"",""resource.digital.voice.va.gov"",""s3-us-gov-west-1.amazonaws.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/bitter-bold.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/sourcesanspro-bold-webfont.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/sourcesanspro-regular-webfont.woff2"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/static-pages.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/static-pages.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/style.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/vendor.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/web-components.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/web-components.entry.js"",""https://resource.digital.voice.va.gov/wdcvoice/2/onsite/embed.js"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/assets/content-build.css"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/arrow-right-white.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/header-logo.png"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/icon-dot-gov.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/icon-https.svg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/styles/3_2_medium_thumbnail/public/2021-12/Northern%20AZ%20VA%208x10.png"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/styles/7_2_medium_thumbnail/public/2021-12/FullSizeRender.jpg"",""https://s3-us-gov-west-1.amazonaws.com/content.www.va.gov/img/tiny-usa-flag.png"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",5.0,"["".va.gov""]",True,0.0499728541666666,294.19999980926514,,,True,True,VA Northern Arizona Health Care | Veterans Affairs,"Find a health care facility near you at Northern Arizona VA Health Care System, and manage your health online. Our health care teams are deeply experienced and guided by the needs of Veterans, their families, and caregivers.",,VA Northern Arizona health care | Veterans Affairs,"Find a health care facility near you at Northern Arizona VA Health Care System, and manage your health online. Our health care teams are deeply experienced and guided by the needs of Veterans, their families, and caregivers.",,,/img/styles/3_2_medium_thumbnail/public/2021-12/FullSizeRender.jpg,website,https://www.va.gov/northern-arizona-health-care/,https://www.va.gov/northern-arizona-health-care/,en,,True,False,True,https://www.va.gov/northern-arizona-health-care/,True,200.0,text/html,,,,False,True,https://www.va.gov/northern-arizona-health-care/,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-accordion-button"",""usa-accordion-content"",""usa-banner"",""usa-banner-button"",""usa-banner-button-text"",""usa-banner-content"",""usa-banner-guidance-gov"",""usa-banner-guidance-ssl"",""usa-banner-header"",""usa-banner-icon"",""usa-banner-inner"",""usa-content"",""usa-grid"",""usa-grid-full"",""usa-media_block-body"",""usa-media_block-img"",""usa-width-five-sixths"",""usa-width-one-half"",""usa-width-three-fourths""]",True,25.0,0.0,0.0,,0.0,25.0,completed,https://www.va.gov/northern-arizona-health-care,200.0,VA Northern Arizona Health Care | Veterans Affairs
southlyncrp2.rtc.va.gov,va.gov,gov,,,,,,,,,,,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,,"[""pulse""]",,2025-01-13T17:42:29.666Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,unknown_error,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
mhv-syst.myhealth.va.gov,va.gov,gov,,,,,,,,,,,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,,"[""dap""]",,2025-01-13T17:42:29.992Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
westlyncrp3.rtc.va.gov,va.gov,gov,,,,,,,,,,,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,,"[""pulse""]",,2025-01-13T17:42:37.931Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
pnwpcn0107.care.va.gov,va.gov,gov,True,https://pnwpcn0107.care.va.gov/webapp1/,va.gov,gov,pnwpcn0107.care.va.gov,False,404.0,text/html,True,True,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,False,"[""pulse"",""omb_idea""]",False,2025-01-13T17:42:43.661Z,completed,completed,completed,completed,completed,completed,completed,completed,,False,,,,,False,,False,,,,,,0.0,,True,0.0,61.90000009536743,,,True,True,Page not found,,,,,,,,,,,en,,False,True,False,https://pnwpcn0107.care.va.gov/robots.txt,True,200.0,text/plain,31.0,,,False,False,https://pnwpcn0107.care.va.gov/sitemap.xml,False,403.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
cadre.research.va.gov,va.gov,gov,False,https://cadre.research.va.gov/,va.gov,gov,cadre.research.va.gov,True,200.0,text/html,True,True,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",Executive,True,"[""dap"",""pulse"",""omb_idea""]",True,2025-01-15T00:23:05.193Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,,,secureauth,,True,,True,"{""agency"":""VA"",""yt"":""1"",""pga4"":""G-Y8BBTRX2M1""}",20241218 v8.5 - GA4,"G-Y8BBTRX2M1,G-CSLL4ZEK4L,G-YPB3FD0PQ9,UA-50123418-1","[""cdn.eo.va.gov"",""dap.digitalgov.gov"",""prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.oit.va.gov"",""www.va.gov"",""www.youtube.com""]","[""https://cdn.eo.va.gov/va/2014/css/extended-styles.min.css"",""https://cdn.eo.va.gov/va/style-guide/2013/colors/va-colors.min.css"",""https://cdn.eo.va.gov/vendor/fa5/current/css/all.css"",""https://cdn.eo.va.gov/vendor/fa5/current/webfonts/fa-solid-900.woff2"",""https://cdn.eo.va.gov/vendor/font-awesome/4.7/css/font-awesome.min.css"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/polyfills.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/proxy-rewrite.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/styleConsolidated.css"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/generated/vendor.entry.js"",""https://prod-va-gov-assets.s3-us-gov-west-1.amazonaws.com/js/vendor/uswds.min.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/j/collect"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js"",""https://www.oit.va.gov/_media/img/uswds/arrow-right.svg"",""https://www.oit.va.gov/_media/img/vcl-logo.png"",""https://www.va.gov/health/images/homepage/badge_MHEV.jpg"",""https://www.va.gov/health/images/homepage/badge_VCL.jpg"",""https://www.va.gov/health/images/homepage/button-health-a-z.png"",""https://www.va.gov/health/images/homepage/button-health.png"",""https://www.va.gov/health/images/homepage/button-protect-your-health.png"",""https://www.va.gov/va_files/2014/responsive/images/main-search-button.png"",""https://www.va.gov/va_files/2014/responsive/images/social-blog.png"",""https://www.va.gov/va_files/2014/responsive/images/social-email.png"",""https://www.va.gov/va_files/2014/responsive/images/social-fb.png"",""https://www.va.gov/va_files/2014/responsive/images/social-flickr.png"",""https://www.va.gov/va_files/2014/responsive/images/social-instagram.png"",""https://www.youtube.com/iframe_api""]",8.0,"["".va.gov"",""cadre.research.va.gov""]",True,0.0183226927083333,2632.300000190735,"[""about"",""fear"",""foia"",""inspector"",""privacy"",""usa.gov""]","[""no fear act"",""foia"",""inspector general"",""usa.gov""]",True,True,Center for Access & Delivery Research and Evaluation-CADRE Home,Important Veteran Health Issue,Important Veteran Health Issue,VA.gov | Veterans Affairs,"Apply for and manage the VA benefits and services you’ve earned as a Veteran, Servicemember, or family member—like health care, disability, education, and more.",,,https://www.va.gov/img/design/logo/va-og-image.png,website,,,en,,False,False,False,https://cadre.research.va.gov/robots.txt,False,404.0,text/html,,,,False,False,https://cadre.research.va.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,"[""usa-sr-only""]",False,5.0,1.0,20.0,,0.0,26.0,completed,https://www.cadre.research.va.gov,200.0,Center for Access & Delivery Research and Evaluation-CADRE Home
